Index,Date,Airline,Flight_Num,Origin,Destination,Air_Time,Distance,Dep_Time,Hour,Delay,Cancelled (Y/N)
14287,1/1/2018,AA,2279,ORD,DEN,129,888,13:41,13,1,0
14342,1/1/2018,AA,2335,ORD,DFW,115,802,13:15,13,2,0
14379,1/1/2018,AA,2368,ORD,MCI,64,403,13:32,13,-4,0
14471,1/1/2018,AA,711,ORD,PHX,199,1440,13:44,13,-1,0
14624,1/1/2018,AA,998,ORD,SAN,238,1723,13:22,13,-3,0
14685,1/1/2018,AA,1079,ORD,DCA,81,612,13:29,13,-1,0
15389,1/1/2018,AA,1433,ORD,FLL,163,1182,13:02,13,72,0
15448,1/1/2018,AA,1491,ORD,SNA,234,1726,13:33,13,-2,0
15714,1/1/2018,AA,1218,ORD,ORF,92,717,13:39,13,89,0
16026,1/1/2018,AA,2562,ORD,PHL,87,678,13:35,13,0,0
16205,1/1/2018,DL,393,ORD,ATL,84,606,13:25,13,-5,0
26,1/1/2018,UA,2399,ORD,MIA,157,1197,14:02,14,-3,0
269,1/1/2018,UA,1936,ORD,DTW,45,235,14:13,14,28,0
522,1/1/2018,UA,1611,ORD,EWR,92,719,14:33,14,3,0
777,1/1/2018,UA,1128,ORD,IAH,131,925,14:07,14,-5,0
973,1/1/2018,UA,734,ORD,PIT,60,413,14:22,14,-2,0
1140,1/1/2018,UA,578,ORD,BOS,105,867,14:14,14,29,0
1348,1/1/2018,UA,397,ORD,TPA,129,1012,14:21,14,1,0
1375,1/1/2018,UA,374,ORD,IAH,126,925,14:34,14,139,0
1443,1/1/2018,UA,312,ORD,SFO,238,1846,14:23,14,116,0
1450,1/1/2018,UA,307,ORD,BWI,81,622,14:07,14,14,0
1604,1/1/2018,AS,29,ORD,SEA,233,1721,14:04,14,1,0
2190,1/1/2018,9E,3968,ORD,JFK,101,740,14:11,14,36,0
3454,1/1/2018,EV,3904,ORD,RIC,87,642,14:18,14,23,0
3471,1/1/2018,EV,3919,ORD,SAV,104,773,14:10,14,0,0
3565,1/1/2018,EV,4035,ORD,PWM,127,900,14:20,14,25,0
4158,1/1/2018,F9,1311,ORD,PHX,198,1440,14:31,14,-8,0
4947,1/1/2018,MQ,3638,ORD,XNA,76,522,14:10,14,41,0
5123,1/1/2018,MQ,3356,ORD,BNA,59,409,14:23,14,47,0
5262,1/1/2018,MQ,3479,ORD,RIC,82,642,14:50,14,-2,0
5284,1/1/2018,MQ,3715,ORD,SGF,70,438,14:17,14,48,0
5352,1/1/2018,MQ,3783,ORD,MHK,78,501,14:18,14,48,0
6715,1/1/2018,OO,3006,ORD,PIA,26,130,14:06,14,244,0
6751,1/1/2018,OO,3048,ORD,TVC,45,224,14:37,14,77,0
6845,1/1/2018,OO,3141,ORD,MSN,29,108,14:28,14,149,0
6876,1/1/2018,OO,3170,ORD,SAT,142,1041,14:01,14,44,0
7525,1/1/2018,OO,5011,ORD,FWA,32,157,14:46,14,61,0
7620,1/1/2018,OO,5141,ORD,CMX,,360,14:50,14,300,1
7770,1/1/2018,OO,5311,ORD,CMH,51,296,14:36,14,7,0
13310,1/1/2018,YX,3474,ORD,BUF,69,474,14:39,14,29,0
13370,1/1/2018,YX,3540,ORD,CLT,82,599,14:42,14,20,0
13432,1/1/2018,YX,3620,ORD,JAX,112,864,14:05,14,0,0
13455,1/1/2018,YX,3644,ORD,CLE,51,316,14:12,14,-4,0
13494,1/1/2018,YX,3689,ORD,DCA,78,612,14:21,14,21,0
13613,1/1/2018,YX,5976,ORD,LGA,92,733,14:55,14,25,0
14008,1/1/2018,AA,1741,ORD,CLT,81,599,14:21,14,36,0
14353,1/1/2018,AA,2346,ORD,DFW,114,802,14:15,14,15,0
15303,1/1/2018,AA,368,ORD,LGA,92,733,14:57,14,27,0
15895,1/1/2018,AA,2439,ORD,MIA,162,1197,14:51,14,56,0
16083,1/1/2018,AA,2626,ORD,BOS,117,867,14:45,14,85,0
16096,1/1/2018,AA,2639,ORD,SFO,250,1846,14:10,14,0,0
17321,1/1/2018,DL,1953,ORD,SLC,176,1250,14:14,14,40,0
17378,1/1/2018,DL,2029,ORD,SEA,231,1721,14:41,14,16,0
17689,1/1/2018,DL,2426,ORD,ATL,85,606,14:48,14,235,0
111,1/1/2018,UA,2106,ORD,FLL,158,1182,15:12,15,82,0
305,1/1/2018,UA,1891,ORD,SFO,240,1846,15:29,15,319,0
500,1/1/2018,UA,1641,ORD,SEA,238,1721,15:57,15,-2,0
648,1/1/2018,UA,1290,ORD,IAH,130,925,15:59,15,1,0
852,1/1/2018,UA,971,ORD,LGA,94,733,15:01,15,1,0
1240,1/1/2018,UA,493,ORD,DEN,126,888,15:07,15,-2,0
1519,1/1/2018,UA,248,ORD,DFW,115,802,15:46,15,-4,0
2341,1/1/2018,9E,3315,ORD,ATL,86,606,15:09,15,-6,0
3501,1/1/2018,EV,3949,ORD,DAY,41,240,15:52,15,-3,0
3763,1/1/2018,EV,4288,ORD,FSD,71,462,15:57,15,-3,0
4776,1/1/2018,MQ,3492,ORD,SDF,49,286,15:11,15,-4,0
4838,1/1/2018,MQ,3542,ORD,SYR,79,607,15:07,15,10,0
4861,1/1/2018,MQ,3563,ORD,CMH,48,296,15:20,15,0,0
5027,1/1/2018,MQ,3268,ORD,ATL,83,606,15:31,15,11,0
5179,1/1/2018,MQ,3406,ORD,LEX,49,323,15:33,15,13,0
5257,1/1/2018,MQ,3476,ORD,XNA,85,522,15:02,15,-3,0
5311,1/1/2018,MQ,3738,ORD,FAR,94,557,15:09,15,109,0
5398,1/1/2018,MQ,3821,ORD,ROC,78,528,15:23,15,24,0
5416,1/1/2018,MQ,3843,ORD,IND,32,177,15:05,15,0,0
5428,1/1/2018,MQ,3920,ORD,GSP,73,577,15:14,15,15,0
5723,1/1/2018,NK,1167,ORD,PHX,203,1440,15:05,15,-10,0
5791,1/1/2018,NK,219,ORD,ATL,80,606,15:37,15,37,0
5802,1/1/2018,NK,245,ORD,LAS,204,1514,15:17,15,-1,0
6643,1/1/2018,OO,2938,ORD,DTW,48,235,15:15,15,-2,0
6670,1/1/2018,OO,2962,ORD,GRR,32,137,15:05,15,-5,0
6721,1/1/2018,OO,3013,ORD,ASE,166,1013,15:34,15,44,0
6874,1/1/2018,OO,3168,ORD,MLI,28,139,15:27,15,20,0
7567,1/1/2018,OO,5062,ORD,EAU,51,269,15:13,15,178,0
8195,1/1/2018,OO,5865,ORD,ASE,159,1013,15:50,15,0,0
13423,1/1/2018,YX,3608,ORD,RDU,84,646,15:06,15,70,0
13458,1/1/2018,YX,3647,ORD,SDF,49,286,15:01,15,-5,0
13497,1/1/2018,YX,3693,ORD,DCA,81,612,15:14,15,14,0
14196,1/1/2018,AA,2192,ORD,DCA,77,612,15:29,15,19,0
14228,1/1/2018,AA,2225,ORD,LAX,238,1744,15:01,15,1,0
14282,1/1/2018,AA,2274,ORD,AUS,136,977,15:25,15,25,0
14338,1/1/2018,AA,2331,ORD,DFW,114,802,15:13,15,-3,0
14358,1/1/2018,AA,2351,ORD,MCO,136,1005,15:01,15,1,0
14398,1/1/2018,AA,2387,ORD,BOS,113,867,15:16,15,11,0
15031,1/1/2018,AA,2759,ORD,RSW,144,1120,15:10,15,0,0
15149,1/1/2018,AA,168,ORD,RDU,84,646,15:14,15,4,0
15361,1/1/2018,AA,1407,ORD,MIA,156,1197,15:26,15,16,0
15657,1/1/2018,AA,1164,ORD,PHX,201,1440,15:39,15,15,0
350,1/1/2018,UA,1847,ORD,SFO,242,1846,16:20,16,44,0
357,1/1/2018,UA,1836,ORD,PDX,228,1739,16:34,16,-6,0
478,1/1/2018,UA,1697,ORD,IND,31,177,16:26,16,56,0
657,1/1/2018,UA,1280,ORD,ANC,386,2846,16:20,16,15,0
752,1/1/2018,UA,1160,ORD,SNA,237,1726,16:21,16,2,0
923,1/1/2018,UA,780,ORD,CLE,48,316,16:58,16,58,0
1225,1/1/2018,UA,506,ORD,EWR,98,719,16:00,16,-2,0
1350,1/1/2018,UA,395,ORD,SAN,232,1723,16:32,16,2,0
3764,1/1/2018,EV,4289,ORD,CHS,102,760,16:18,16,88,0
4217,1/1/2018,F9,1330,ORD,TPA,129,1012,16:55,16,30,0
4872,1/1/2018,MQ,3572,ORD,CLE,74,316,16:29,16,74,0
4900,1/1/2018,MQ,3595,ORD,CWA,39,213,16:45,16,-3,0
5053,1/1/2018,MQ,3294,ORD,CMH,50,296,16:53,16,-1,0
5230,1/1/2018,MQ,3448,ORD,OKC,99,693,16:37,16,7,0
5326,1/1/2018,MQ,3752,ORD,DBQ,29,147,16:21,16,66,0
5338,1/1/2018,MQ,3766,ORD,OMA,63,416,16:54,16,-1,0
5793,1/1/2018,NK,223,ORD,RSW,143,1120,16:17,16,-2,0
5984,1/1/2018,OH,5482,ORD,BDL,98,783,16:39,16,84,0
6636,1/1/2018,OO,2932,ORD,HSV,73,510,16:31,16,83,0
6647,1/1/2018,OO,2941,ORD,RST,47,268,16:57,16,222,0
6809,1/1/2018,OO,3108,ORD,TYS,63,475,16:59,16,-1,0
7944,1/1/2018,OO,5498,ORD,BNA,58,409,16:12,16,147,0
7998,1/1/2018,OO,5558,ORD,MDT,82,594,16:42,16,172,0
8109,1/1/2018,OO,5705,ORD,COS,142,911,16:41,16,11,0
8149,1/1/2018,OO,5779,ORD,ALB,102,723,16:23,16,156,0
13330,1/1/2018,YX,3495,ORD,MSP,62,334,16:09,16,4,0
13385,1/1/2018,YX,3558,ORD,DTW,52,235,16:09,16,19,0
13499,1/1/2018,YX,3696,ORD,DCA,79,612,16:59,16,59,0
13548,1/1/2018,YX,5871,ORD,DTW,52,235,16:29,16,-2,0
13827,1/1/2018,AA,593,ORD,CLT,88,599,16:14,16,24,0
14356,1/1/2018,AA,2349,ORD,DFW,105,802,16:58,16,3,0
15695,1/1/2018,AA,1205,ORD,BOS,108,867,16:52,16,8,0
15723,1/1/2018,AA,1226,ORD,PHL,91,678,16:42,16,-1,0
15959,1/1/2018,AA,2499,ORD,DCA,94,612,16:09,16,-3,0
499,1/1/2018,UA,1642,ORD,LGA,96,733,17:29,17,29,0
526,1/1/2018,UA,1603,ORD,PHX,200,1440,17:10,17,-5,0
914,1/1/2018,UA,790,ORD,BOS,112,867,17:49,17,-1,0
938,1/1/2018,UA,765,ORD,DEN,125,888,17:39,17,-2,0
1008,1/1/2018,UA,702,ORD,CLE,48,316,17:48,17,-3,0
1118,1/1/2018,UA,597,ORD,BWI,80,622,17:45,17,1,0
1276,1/1/2018,UA,459,ORD,DEN,126,888,17:21,17,71,0
1380,1/1/2018,UA,369,ORD,LAX,238,1744,17:35,17,-6,0
1520,1/1/2018,UA,246,ORD,TPA,131,1012,17:43,17,9,0
1941,1/1/2018,AS,687,ORD,PDX,237,1739,17:02,17,-10,0
2114,1/1/2018,9E,3740,ORD,ATL,81,606,17:11,17,-4,0
3560,1/1/2018,EV,4028,ORD,MKE,19,67,17:00,17,65,0
3584,1/1/2018,EV,4062,ORD,TYS,64,475,17:34,17,-1,0
3606,1/1/2018,EV,4099,ORD,SAV,95,773,17:37,17,4,0
4850,1/1/2018,MQ,3556,ORD,IND,30,177,17:13,17,28,0
5073,1/1/2018,MQ,3311,ORD,XNA,79,522,17:05,17,0,0
5154,1/1/2018,MQ,3378,ORD,PIT,57,413,17:14,17,15,0
5289,1/1/2018,MQ,3718,ORD,CMI,27,135,17:20,17,34,0
5313,1/1/2018,MQ,3740,ORD,STL,47,258,17:45,17,40,0
5322,1/1/2018,MQ,3747,ORD,CID,33,196,17:26,17,11,0
5334,1/1/2018,MQ,3759,ORD,GRB,37,173,17:42,17,52,0
5357,1/1/2018,MQ,3786,ORD,DAY,43,240,17:10,17,33,0
5411,1/1/2018,MQ,3837,ORD,SGF,68,438,17:31,17,37,0
5595,1/1/2018,NK,745,ORD,TPA,131,1012,17:48,17,83,0
6633,1/1/2018,OO,2931,ORD,PIA,27,130,17:05,17,17,0
6691,1/1/2018,OO,2978,ORD,DSM,48,299,17:34,17,314,0
6697,1/1/2018,OO,2983,ORD,MCI,65,403,17:23,17,33,0
6712,1/1/2018,OO,3001,ORD,FNT,46,223,17:04,17,23,0
6774,1/1/2018,OO,3066,ORD,DTW,48,235,17:15,17,0,0
6817,1/1/2018,OO,3116,ORD,ICT,88,588,17:11,17,28,0
6889,1/1/2018,OO,3182,ORD,BUF,71,474,17:01,17,16,0
6903,1/1/2018,OO,3198,ORD,CLE,53,316,17:19,17,0,0
7610,1/1/2018,OO,5122,ORD,MBS,45,222,17:08,17,-6,0
7625,1/1/2018,OO,5146,ORD,SPI,32,174,17:36,17,111,0
7820,1/1/2018,OO,5365,ORD,BUF,73,474,17:53,17,3,0
7898,1/1/2018,OO,5445,ORD,SBN,27,84,17:46,17,116,0
7957,1/1/2018,OO,5515,ORD,BHM,82,584,17:15,17,105,0
7959,1/1/2018,OO,5518,ORD,BNA,60,409,17:54,17,-6,0
8011,1/1/2018,OO,5579,ORD,MSP,59,334,17:30,17,-5,0
8012,1/1/2018,OO,5580,ORD,CID,34,196,17:34,17,37,0
8019,1/1/2018,OO,5592,ORD,MSN,28,108,17:40,17,5,0
8020,1/1/2018,OO,5595,ORD,MCI,64,403,17:09,17,64,0
8046,1/1/2018,OO,5628,ORD,SBN,26,84,17:32,17,-1,0
8251,1/1/2018,OO,5966,ORD,DTW,52,235,17:52,17,-3,0
8268,1/1/2018,OO,5999,ORD,GRR,32,137,17:33,17,108,0
8412,1/1/2018,VX,1241,ORD,LAX,244,1744,17:28,17,-17,0
13371,1/1/2018,YX,3541,ORD,SDF,49,286,17:34,17,-1,0
13860,1/1/2018,AA,618,ORD,CLT,79,599,17:27,17,7,0
14241,1/1/2018,AA,2237,ORD,EGE,141,1007,17:03,17,3,0
14626,1/1/2018,AA,1003,ORD,SLC,180,1250,17:18,17,18,0
14643,1/1/2018,AA,1022,ORD,SAN,238,1723,17:01,17,-4,0
15094,1/1/2018,AA,87,ORD,PDX,231,1739,17:51,17,41,0
15306,1/1/2018,AA,374,ORD,LGA,96,733,17:42,17,252,0
15307,1/1/2018,AA,375,ORD,LGA,98,733,17:43,17,13,0
15701,1/1/2018,AA,1208,ORD,SNA,242,1726,17:15,17,5,0
15794,1/1/2018,AA,1305,ORD,SFO,249,1846,17:28,17,23,0
15806,1/1/2018,AA,1316,ORD,SMF,246,1781,17:08,17,3,0
15838,1/1/2018,AA,1358,ORD,LAX,232,1744,17:30,17,30,0
16090,1/1/2018,AA,2633,ORD,LAS,208,1514,17:15,17,0,0
16918,1/1/2018,DL,1451,ORD,MSP,58,334,17:39,17,39,0
212,1/1/2018,UA,1995,ORD,EWR,93,719,18:17,18,31,0
459,1/1/2018,UA,1722,ORD,IAH,129,925,18:03,18,11,0
664,1/1/2018,UA,1264,ORD,ALB,88,723,18:14,18,0,0
722,1/1/2018,UA,1196,ORD,SAN,225,1723,18:46,18,6,0
855,1/1/2018,UA,964,ORD,RIC,82,642,18:19,18,31,0
1018,1/1/2018,UA,692,ORD,LGA,97,733,18:10,18,10,0
1091,1/1/2018,UA,626,ORD,PHL,88,678,18:05,18,-5,0
1093,1/1/2018,UA,624,ORD,DCA,79,612,18:19,18,13,0
1122,1/1/2018,UA,592,ORD,LAX,223,1744,18:02,18,117,0
1543,1/1/2018,UA,225,ORD,IAD,79,588,18:52,18,57,0
3767,1/1/2018,EV,4293,ORD,CRW,62,416,18:27,18,0,0
4799,1/1/2018,MQ,3509,ORD,SDF,48,286,18:25,18,0,0
4808,1/1/2018,MQ,3519,ORD,ALB,91,723,18:50,18,6,0
4891,1/1/2018,MQ,3588,ORD,IND,31,177,18:59,18,19,0
4915,1/1/2018,MQ,3608,ORD,PVD,105,849,18:39,18,4,0
4917,1/1/2018,MQ,3610,ORD,CMH,57,296,18:46,18,21,0
5196,1/1/2018,MQ,3417,ORD,DSM,45,299,18:04,18,53,0
5287,1/1/2018,MQ,3717,ORD,CMI,25,135,18:30,18,0,0
5318,1/1/2018,MQ,3744,ORD,ROC,76,528,18:24,18,0,0
5388,1/1/2018,MQ,3810,ORD,BHM,79,584,18:30,18,0,0
5417,1/1/2018,MQ,3844,ORD,HPN,101,738,18:53,18,-2,0
5419,1/1/2018,MQ,3849,ORD,COU,52,315,18:55,18,1,0
5535,1/1/2018,NK,630,ORD,LGA,96,733,18:02,18,-3,0
5588,1/1/2018,NK,731,ORD,LAX,230,1744,18:58,18,53,0
5896,1/1/2018,NK,425,ORD,FLL,152,1182,18:20,18,1,0
6662,1/1/2018,OO,2955,ORD,BUF,78,474,18:28,18,-1,0
6673,1/1/2018,OO,2964,ORD,LSE,44,215,18:02,18,79,0
6678,1/1/2018,OO,2968,ORD,BUF,70,474,18:15,18,175,0
6762,1/1/2018,OO,3058,ORD,CLE,51,316,18:35,18,0,0
6821,1/1/2018,OO,3121,ORD,MKE,20,67,18:44,18,25,0
6847,1/1/2018,OO,3143,ORD,FWA,30,157,18:44,18,-1,0
6894,1/1/2018,OO,3189,ORD,CAK,58,343,18:59,18,29,0
7795,1/1/2018,OO,5336,ORD,ATL,80,606,18:19,18,34,0
7809,1/1/2018,OO,5353,ORD,CWA,43,213,18:40,18,119,0
8074,1/1/2018,OO,5662,ORD,DCA,81,612,18:45,18,100,0
8243,1/1/2018,OO,5948,ORD,GRR,30,137,18:48,18,73,0
13276,1/1/2018,YX,3436,ORD,ROC,79,528,18:47,18,-3,0
13333,1/1/2018,YX,3498,ORD,IND,30,177,18:42,18,12,0
13377,1/1/2018,YX,3549,ORD,PIT,62,413,18:26,18,36,0
13715,1/1/2018,AA,479,ORD,PHL,88,678,18:51,18,15,0
14203,1/1/2018,AA,2199,ORD,BDL,97,783,18:58,18,8,0
14329,1/1/2018,AA,2323,ORD,DCA,84,612,18:32,18,7,0
14383,1/1/2018,AA,2375,ORD,DFW,109,802,18:53,18,18,0
14689,1/1/2018,AA,1085,ORD,SEA,227,1721,18:37,18,97,0
15137,1/1/2018,AA,154,ORD,MCO,131,1005,18:49,18,-6,0
15281,1/1/2018,AA,342,ORD,MIA,163,1197,18:04,18,45,0
15290,1/1/2018,AA,352,ORD,LGA,95,733,18:39,18,9,0
15649,1/1/2018,AA,1152,ORD,SJC,247,1829,18:28,18,78,0
15691,1/1/2018,AA,1201,ORD,EWR,104,719,18:48,18,8,0
15809,1/1/2018,AA,1320,ORD,BOS,106,867,18:47,18,2,0
15815,1/1/2018,AA,1330,ORD,CLT,79,599,18:34,18,8,0
15963,1/1/2018,AA,2504,ORD,TPA,134,1012,18:53,18,-6,0
16043,1/1/2018,AA,2578,ORD,BWI,81,622,18:26,18,-4,0
16093,1/1/2018,AA,2636,ORD,TUS,200,1437,18:02,18,48,0
204,1/1/2018,UA,2003,ORD,SNA,227,1726,19:14,19,-1,0
368,1/1/2018,UA,1823,ORD,LGA,101,733,19:27,19,11,0
445,1/1/2018,UA,1742,ORD,SFO,228,1846,19:25,19,10,0
711,1/1/2018,UA,1213,ORD,SFO,233,1846,19:36,19,218,0
731,1/1/2018,UA,1185,ORD,MIA,149,1197,19:41,19,5,0
791,1/1/2018,UA,1113,ORD,IAH,123,925,19:21,19,-1,0
853,1/1/2018,UA,970,ORD,RSW,133,1120,19:08,19,-7,0
861,1/1/2018,UA,926,ORD,BZN,161,1185,19:39,19,0,0
921,1/1/2018,UA,782,ORD,DFW,121,802,19:30,19,7,0
1117,1/1/2018,UA,599,ORD,LAS,198,1514,19:35,19,0,0
1211,1/1/2018,UA,515,ORD,SMF,230,1781,19:37,19,10,0
1217,1/1/2018,UA,511,ORD,AUS,138,977,19:45,19,6,0
1249,1/1/2018,UA,483,ORD,PHX,195,1440,19:29,19,-1,0
1493,1/1/2018,UA,269,ORD,DEN,123,888,19:41,19,-3,0
1597,1/1/2018,AS,21,ORD,SEA,230,1721,19:15,19,-10,0
2563,1/1/2018,B6,112,ORD,BOS,110,867,19:46,19,2,0
3462,1/1/2018,EV,3910,ORD,EVV,43,272,19:59,19,34,0
3566,1/1/2018,EV,4036,ORD,LIT,81,552,19:10,19,-8,0
3567,1/1/2018,EV,4037,ORD,CAK,57,343,19:19,19,4,0
3568,1/1/2018,EV,4038,ORD,MOB,105,778,19:24,19,-1,0
3718,1/1/2018,EV,4219,ORD,TUL,87,585,19:31,19,11,0
3747,1/1/2018,EV,4266,ORD,DSM,48,299,19:37,19,2,0
3765,1/1/2018,EV,4290,ORD,FSD,72,462,19:48,19,20,0
4771,1/1/2018,MQ,3486,ORD,MQT,49,303,19:15,19,51,0
4907,1/1/2018,MQ,3601,ORD,MDT,76,594,19:12,19,22,0
4908,1/1/2018,MQ,3602,ORD,RIC,83,642,19:00,19,0,0
5227,1/1/2018,MQ,3446,ORD,LEX,53,323,19:01,19,21,0
5291,1/1/2018,MQ,3720,ORD,GRR,28,137,19:26,19,51,0
5435,1/1/2018,MQ,3930,ORD,GSP,72,577,19:06,19,6,0
5526,1/1/2018,NK,614,ORD,BWI,84,622,19:40,19,-10,0
5662,1/1/2018,NK,903,ORD,DFW,116,802,19:17,19,-3,0
6637,1/1/2018,OO,2933,ORD,SYR,81,607,19:21,19,27,0
6663,1/1/2018,OO,2956,ORD,TVC,44,224,19:10,19,250,0
6850,1/1/2018,OO,3147,ORD,TOL,39,213,19:17,19,232,0
6870,1/1/2018,OO,3166,ORD,BNA,59,409,19:01,19,116,0
7616,1/1/2018,OO,5136,ORD,AVL,78,536,19:33,19,328,0
7847,1/1/2018,OO,5393,ORD,OKC,103,693,19:22,19,7,0
7868,1/1/2018,OO,5415,ORD,LNK,72,466,19:22,19,-1,0
7881,1/1/2018,OO,5428,ORD,BNA,60,409,19:53,19,25,0
7892,1/1/2018,OO,5439,ORD,ICT,86,588,19:57,19,462,0
8026,1/1/2018,OO,5602,ORD,ASE,148,1013,19:38,19,8,0
8103,1/1/2018,OO,5698,ORD,GEG,219,1498,19:23,19,3,0
8239,1/1/2018,OO,5943,ORD,COS,140,911,19:07,19,582,0
8405,1/1/2018,VX,1211,ORD,SFO,249,1846,19:38,19,28,0
13290,1/1/2018,YX,3451,ORD,CHS,96,760,19:32,19,17,0
13401,1/1/2018,YX,3580,ORD,MHT,111,843,19:32,19,0,0
13517,1/1/2018,YX,3717,ORD,CLT,83,599,19:18,19,-2,0
14974,1/1/2018,AA,2690,ORD,PHX,196,1440,19:42,19,-2,0
14985,1/1/2018,AA,2704,ORD,ATL,81,606,19:13,19,8,0
15004,1/1/2018,AA,2727,ORD,FLL,156,1182,19:09,19,14,0
15089,1/1/2018,AA,74,ORD,PDX,235,1739,19:58,19,-7,0
15499,1/1/2018,AA,1559,ORD,MSP,67,334,19:19,19,140,0
15642,1/1/2018,AA,1143,ORD,RDU,90,646,19:08,19,23,0
15675,1/1/2018,AA,1183,ORD,MSY,114,837,19:09,19,19,0
15810,1/1/2018,AA,1323,ORD,STL,42,258,19:08,19,28,0
142,1/1/2018,UA,2072,ORD,FLL,152,1182,20:20,20,45,0
314,1/1/2018,UA,1883,ORD,SJC,234,1829,20:33,20,45,0
665,1/1/2018,UA,1263,ORD,SEA,216,1721,20:30,20,72,0
959,1/1/2018,UA,743,ORD,SFO,230,1846,20:07,20,145,0
1208,1/1/2018,UA,518,ORD,PDX,225,1739,20:16,20,12,0
1297,1/1/2018,UA,442,ORD,BDL,96,783,20:55,20,185,0
1401,1/1/2018,UA,350,ORD,SAT,140,1041,20:39,20,-1,0
1538,1/1/2018,UA,230,ORD,CLE,48,316,20:05,20,25,0
3020,1/1/2018,B6,1106,ORD,JFK,95,740,20:33,20,123,0
3533,1/1/2018,EV,3991,ORD,PWM,129,900,20:04,20,49,0
4232,1/1/2018,F9,1285,ORD,DEN,132,888,20:04,20,24,0
4817,1/1/2018,MQ,3525,ORD,LAN,32,179,20:54,20,49,0
4846,1/1/2018,MQ,3552,ORD,DBQ,28,147,20:35,20,10,0
4938,1/1/2018,MQ,3628,ORD,OKC,99,693,20:30,20,26,0
4961,1/1/2018,MQ,3648,ORD,ALO,37,234,20:31,20,6,0
5040,1/1/2018,MQ,3280,ORD,MLI,27,139,20:04,20,-1,0
5088,1/1/2018,MQ,3322,ORD,SUX,64,436,20:17,20,-3,0
5130,1/1/2018,MQ,3362,ORD,MHK,81,501,20:17,20,-3,0
5180,1/1/2018,MQ,3407,ORD,DSM,48,299,20:34,20,-1,0
5181,1/1/2018,MQ,3408,ORD,CMH,45,296,20:17,20,13,0
5304,1/1/2018,MQ,3734,ORD,CVG,44,264,20:10,20,90,0
5460,1/1/2018,MQ,3973,ORD,MEM,74,491,20:17,20,8,0
5674,1/1/2018,NK,929,ORD,MCO,129,1005,20:11,20,13,0
5825,1/1/2018,NK,295,ORD,IAH,122,925,20:25,20,-10,0
6003,1/1/2018,OH,5498,ORD,DAY,37,240,20:12,20,112,0
6655,1/1/2018,OO,2949,ORD,FWA,36,157,20:17,20,202,0
6769,1/1/2018,OO,3063,ORD,LSE,41,215,20:24,20,-1,0
6796,1/1/2018,OO,3096,ORD,PIA,29,130,20:18,20,-2,0
7582,1/1/2018,OO,5076,ORD,UIN,40,222,20:55,20,45,0
7660,1/1/2018,OO,5199,ORD,COS,125,911,20:47,20,92,0
7922,1/1/2018,OO,5471,ORD,ABQ,158,1118,20:05,20,25,0
8158,1/1/2018,OO,5798,ORD,BOI,203,1437,20:38,20,81,0
8250,1/1/2018,OO,5965,ORD,LGA,98,733,20:32,20,267,0
13288,1/1/2018,YX,3449,ORD,IND,30,177,20:33,20,67,0
13289,1/1/2018,YX,3450,ORD,RDU,85,646,20:59,20,0,0
13355,1/1/2018,YX,3521,ORD,MEM,75,491,20:38,20,38,0
13422,1/1/2018,YX,3607,ORD,MSP,59,334,20:27,20,52,0
13439,1/1/2018,YX,3628,ORD,ORF,96,717,20:19,20,56,0
14190,1/1/2018,AA,2185,ORD,MSP,61,334,20:53,20,4,0
14197,1/1/2018,AA,2193,ORD,MIA,156,1197,20:04,20,94,0
14279,1/1/2018,AA,2270,ORD,AUS,129,977,20:24,20,14,0
14377,1/1/2018,AA,2367,ORD,DCA,88,612,20:37,20,24,0
14584,1/1/2018,AA,864,ORD,CLT,80,599,20:34,20,19,0
14652,1/1/2018,AA,1039,ORD,PIT,60,413,20:17,20,305,0
14720,1/1/2018,AA,1908,ORD,PHX,195,1440,20:57,20,27,0
15002,1/1/2018,AA,2723,ORD,RNO,221,1671,20:44,20,29,0
15017,1/1/2018,AA,2740,ORD,BOS,111,867,20:22,20,12,0
15042,1/1/2018,AA,2775,ORD,PSP,225,1651,20:21,20,6,0
15072,1/1/2018,AA,41,ORD,SFO,243,1846,20:08,20,-2,0
15227,1/1/2018,AA,288,ORD,LGA,98,733,20:35,20,5,0
15274,1/1/2018,AA,336,ORD,LGA,96,733,20:12,20,42,0
15385,1/1/2018,AA,1430,ORD,IAH,122,925,20:58,20,28,0
15656,1/1/2018,AA,1162,ORD,LAX,240,1744,20:26,20,11,0
15669,1/1/2018,AA,1173,ORD,SAN,235,1723,20:19,20,-1,0
15678,1/1/2018,AA,1185,ORD,SJC,248,1829,20:05,20,0,0
15875,1/1/2018,AA,2419,ORD,SEA,222,1721,20:10,20,0,0
55,1/1/2018,UA,2161,ORD,MCO,126,1005,21:23,21,10,0
56,1/1/2018,UA,2160,ORD,MCI,58,403,21:11,21,41,0
57,1/1/2018,UA,2159,ORD,DTW,43,235,21:12,21,17,0
58,1/1/2018,UA,2158,ORD,CLT,76,599,21:27,21,26,0
571,1/1/2018,UA,1535,ORD,DFW,115,802,21:00,21,-1,0
706,1/1/2018,UA,1223,ORD,BOS,105,867,21:20,21,121,0
1022,1/1/2018,UA,688,ORD,BNA,56,409,21:50,21,37,0
1040,1/1/2018,UA,670,ORD,BOS,105,867,21:17,21,14,0
1076,1/1/2018,UA,640,ORD,PHL,86,678,21:06,21,6,0
